Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Temperature_Humidity,Wind_Speed_Precip,Weather Type
-0.3047295507079415,0.16587151507059816,0.04619164672764238,0.9351624115756484,3,0.3674706017777281,-0.4354084538882339,3,-0.6093372697474428,1,0.28856837123363493,-0.44198035071952624,1
1.302677187338874,1.3805654054247034,-0.13202150514492883,0.5906973797025088,3,0.414982569100273,0.963224175286956,1,1.9144042059695732,1,2.124969239854842,-0.5734529279934315,0
0.7240107616420205,-0.30944348550274725,-0.399341232953786,-1.1316277796631886,0,0.982789522840293,0.40377112361688,1,0.16719856893471588,2,0.11625396301948898,0.0014375017537262818,3
1.238380917817001,0.6939992934854265,-1.379513568252929,0.9351624115756484,0,1.5692897096252436,0.963224175286956,1,-1.580007068100142,0,1.1923604064710849,-1.8884716182143875,3
0.5311219530764026,0.21868429291208108,1.3827902857719283,0.43412236521471814,2,-1.2019820892869264,-0.715134979723272,3,-0.997605189088522,2,0.4541285537730072,0.16243421368357402,1
0.8526033006857657,-0.7847584860760927,-1.023087264507786,-0.8184777506876071,2,0.3059387096714654,-0.4354084538882339,2,-0.026935390735823645,1,-0.32576623146128086,0.41964129109043213,0
-1.3334698630579036,1.4333781832661865,-0.22112808108121462,1.0604224231658803,2,-1.1864043950828074,-0.715134979723272,3,-0.4152033100769031,1,-1.559595586691631,-0.7432482178701825,2
-1.0119885154485406,0.7996248491683922,-0.5775543848263576,1.3735724521414618,3,-1.6856694943247104,-0.715134979723272,3,-0.6093372697474428,1,-0.46493664542138097,-1.3495289798152037,2
-1.0119885154485406,0.6939992934854265,-0.5775543848263576,0.43412236521471814,2,-0.5189001984364496,-0.99486150555831,3,-1.580007068100142,2,-0.3587718398786948,-0.7608674807437555,2
0.5954182225982753,0.21868429291208108,-0.13202150514492883,1.718037484014601,0,0.4695044988146811,1.2429507011219942,3,0.943734407616875,0,0.4680935024692411,-0.7349254663449111,3
1.238380917817001,-1.4185118201738869,-1.2904069923166432,-1.1316277796631886,0,1.7959451602951315,2.0821302786271083,0,0.943734407616875,1,-1.405939224815603,1.0954250815283841,3
-0.4333220897516868,-0.5735073747101614,0.22440479860021378,-0.8497927535851653,3,0.777163959345968,-0.15568192805319592,0,0.16719856893471588,2,0.5855936326218198,-0.695737686569552,0
-1.8478400192328843,0.905250404851358,1.0263639820267856,0.46543736811227626,2,-1.5509224394591086,-0.99486150555831,3,-1.3858731084296019,1,-1.3226098414592005,0.029431254417528103,2
-0.5619146287954322,-1.0488223752835069,-0.4884478088900717,-0.19217769273644433,3,-0.4410117274158716,-0.4354084538882339,2,1.3320023269579537,2,0.9241106033924164,-0.387005029251213,0
0.7240107616420205,-2.263516265637612,-0.399341232953786,-1.225572788355863,3,0.8005305006521379,0.40377112361688,1,0.943734407616875,1,-1.2888929532967248,0.04213960964306247,3
0.9168995702076383,-0.996009597442024,-1.5577267201255005,-0.787162747790049,2,0.23973350930397233,-0.15568192805319592,0,0.16719856893471588,0,-0.5682586775064726,0.8414706251087769,0
1.5598622654263643,-1.260073486649438,-1.5577267201255005,-1.1629427825607466,0,1.53423989766598,1.522677226957032,1,0.3613325286052556,2,-1.613401583201973,1.4765441491291453,3
-0.3690258202298141,1.6974420724736003,0.4917245264090709,0.622012382600067,0,0.4788511153371509,0.12404459778184189,2,1.1378683672874141,1,-0.2833688571437922,-0.15701217029307138,3
-1.8478400192328843,-0.15100515197829872,-0.13202150514492883,0.7159573912927413,2,-1.1349980042092285,-0.715134979723272,3,-0.8034712294179825,2,0.6159059946508815,-0.5913943211435959,2
-1.6549512106672668,0.9580631826928409,0.5808311023453567,1.4362024579365782,2,-2.008906649060116,-0.715134979723272,3,-0.8034712294179825,1,-1.235992914911791,0.4161878650369723,2
0.9168995702076383,-1.7882012650642665,-0.3102346570175003,-1.0689977738680725,0,0.6377435962191272,1.2429507011219942,2,1.7202702462990334,2,-1.2896784101957444,-0.1290413141440273,3
0.4668256835545298,0.16587151507059816,0.7590442542179282,-0.7245327419949327,2,0.4609367670024165,-0.715134979723272,2,1.5261362866284933,1,0.41567693494152386,-1.085501635972176,0
